	Accompany	Approach	Argue with	Avoid	Block	Bother	Capture	Chase	Creep up on	Encircle	Escape	Examine	Fight	Flirt with	Follow	Herd	Hit	Huddle with	Hug	Ignore	Kiss	Lead	Leave	Mimic	Play with	Poke	Pull	Push	Scratch	Talk to	Throw	Tickle
1086_bother	0.0	0.0	0.1590909090909091	0.0	0.0	0.1590909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.18181818181818182	0.06818181818181818	0.0	0.045454545454545456	0.045454545454545456	0.0	0.0	0.0	0.06818181818181818	0.0	0.0	0.0	0.045454545454545456	0.045454545454545456	0.0	0.045454545454545456	0.0	0.0	0.0	0.13636363636363635
1087_flirt with	0.0	0.0	0.044444444444444446	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.022222222222222223	0.0	0.0	0.044444444444444446	0.044444444444444446	0.0	0.0	0.08888888888888889	0.0	0.0	0.022222222222222223	0.15555555555555556	0.0	0.0	0.0	0.0	0.13333333333333333	0.0	0.0	0.0	0.0	0.0	0.1111111111111111
1090_examine	0.0	0.06976744186046512	0.023255813953488372	0.0	0.0	0.13953488372093023	0.0	0.046511627906976744	0.046511627906976744	0.023255813953488372	0.0	0.046511627906976744	0.0	0.13953488372093023	0.0	0.023255813953488372	0.0	0.09302325581395349	0.0	0.023255813953488372	0.16279069767441862	0.0	0.023255813953488372	0.0	0.09302325581395349	0.023255813953488372	0.0	0.0	0.0	0.023255813953488372	0.0	0.0
1102_poke	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.020833333333333332	0.0	0.020833333333333332	0.0	0.020833333333333332	0.0	0.0	0.041666666666666664	0.0	0.0	0.0	0.1875	0.0	0.0	0.0	0.0	0.5833333333333334	0.0	0.0	0.0	0.0	0.0	0.0625
1104_tickle	0.0	0.0	0.022222222222222223	0.0	0.0	0.15555555555555556	0.0	0.0	0.022222222222222223	0.0	0.0	0.0	0.37777777777777777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08888888888888889	0.0	0.0	0.0	0.022222222222222223	0.13333333333333333	0.0	0.0	0.044444444444444446	0.0	0.0	0.13333333333333333
1105_escape	0.04878048780487805	0.0	0.024390243902439025	0.07317073170731707	0.0	0.07317073170731707	0.0	0.2926829268292683	0.0	0.0	0.024390243902439025	0.0	0.0	0.0	0.1951219512195122	0.07317073170731707	0.0	0.0	0.0	0.0	0.0	0.0975609756097561	0.0	0.0	0.07317073170731707	0.0	0.024390243902439025	0.0	0.0	0.0	0.0	0.0
1109_pull	0.1282051282051282	0.0	0.0	0.0	0.0	0.02564102564102564	0.02564102564102564	0.02564102564102564	0.0	0.0	0.0	0.0	0.0	0.0	0.15384615384615385	0.1282051282051282	0.0	0.02564102564102564	0.0	0.0	0.0	0.07692307692307693	0.0	0.0	0.02564102564102564	0.0	0.0	0.38461538461538464	0.0	0.0	0.0	0.0
1110_herd	0.0	0.024390243902439025	0.0	0.04878048780487805	0.0	0.1951219512195122	0.024390243902439025	0.07317073170731707	0.04878048780487805	0.0	0.0	0.0	0.0	0.0	0.14634146341463414	0.024390243902439025	0.0	0.0	0.0	0.04878048780487805	0.0	0.0	0.024390243902439025	0.04878048780487805	0.0	0.12195121951219512	0.0	0.17073170731707318	0.0	0.0	0.0	0.0
1113_throw	0.0	0.0	0.041666666666666664	0.0625	0.0	0.020833333333333332	0.0	0.0	0.020833333333333332	0.0	0.0625	0.0	0.125	0.020833333333333332	0.0	0.0	0.22916666666666666	0.0	0.0	0.0	0.020833333333333332	0.0	0.0	0.0	0.0625	0.0	0.0	0.22916666666666666	0.020833333333333332	0.020833333333333332	0.0625	0.0
1114_pull	0.14285714285714285	0.0	0.0	0.023809523809523808	0.0	0.023809523809523808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023809523809523808	0.2857142857142857	0.047619047619047616	0.0	0.047619047619047616	0.0	0.0	0.0	0.09523809523809523	0.0	0.023809523809523808	0.047619047619047616	0.0	0.047619047619047616	0.19047619047619047	0.0	0.0	0.0	0.0
1115_lead	0.023255813953488372	0.0	0.0	0.09302325581395349	0.0	0.023255813953488372	0.0	0.18604651162790697	0.023255813953488372	0.0	0.046511627906976744	0.0	0.0	0.023255813953488372	0.3023255813953488	0.046511627906976744	0.0	0.0	0.0	0.023255813953488372	0.0	0.11627906976744186	0.0	0.0	0.046511627906976744	0.0	0.046511627906976744	0.0	0.0	0.0	0.0	0.0
1118_bother	0.0	0.0	0.046511627906976744	0.023255813953488372	0.0	0.32558139534883723	0.0	0.0	0.0	0.0	0.0	0.0	0.06976744186046512	0.06976744186046512	0.0	0.0	0.046511627906976744	0.0	0.0	0.023255813953488372	0.0	0.0	0.0	0.0	0.06976744186046512	0.11627906976744186	0.0	0.0	0.046511627906976744	0.023255813953488372	0.0	0.13953488372093023
1120_follow	0.04878048780487805	0.0	0.0	0.07317073170731707	0.0	0.024390243902439025	0.0	0.1951219512195122	0.0	0.0	0.024390243902439025	0.0	0.0	0.0	0.4634146341463415	0.024390243902439025	0.0	0.0	0.024390243902439025	0.024390243902439025	0.0	0.07317073170731707	0.0	0.0	0.024390243902439025	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1121_scratch	0.0	0.0	0.0	0.0	0.0	0.0975609756097561	0.0	0.0	0.0	0.0	0.024390243902439025	0.024390243902439025	0.0	0.0	0.0	0.0	0.0	0.024390243902439025	0.0	0.024390243902439025	0.0	0.0	0.0	0.0	0.0	0.04878048780487805	0.0	0.0	0.36585365853658536	0.0	0.024390243902439025	0.36585365853658536
1125_creep up on	0.04878048780487805	0.024390243902439025	0.0	0.024390243902439025	0.0	0.04878048780487805	0.0975609756097561	0.14634146341463414	0.24390243902439024	0.024390243902439025	0.0	0.024390243902439025	0.0	0.04878048780487805	0.12195121951219512	0.0	0.0	0.0	0.0	0.024390243902439025	0.0	0.04878048780487805	0.0	0.0	0.0	0.024390243902439025	0.04878048780487805	0.0	0.0	0.0	0.0	0.0
1128_capture	0.0	0.0	0.0	0.023255813953488372	0.023255813953488372	0.09302325581395349	0.23255813953488372	0.13953488372093023	0.046511627906976744	0.11627906976744186	0.0	0.046511627906976744	0.0	0.0	0.13953488372093023	0.023255813953488372	0.0	0.046511627906976744	0.046511627906976744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023255813953488372	0.0	0.0	0.0
1131_block	0.0	0.023255813953488372	0.0	0.023255813953488372	0.4883720930232558	0.06976744186046512	0.023255813953488372	0.046511627906976744	0.046511627906976744	0.06976744186046512	0.0	0.0	0.0	0.023255813953488372	0.06976744186046512	0.046511627906976744	0.0	0.0	0.0	0.0	0.0	0.023255813953488372	0.023255813953488372	0.0	0.0	0.0	0.0	0.0	0.0	0.023255813953488372	0.0	0.0
1145_leave	0.0	0.06666666666666667	0.0	0.26666666666666666	0.022222222222222223	0.0	0.0	0.0	0.0	0.0	0.022222222222222223	0.06666666666666667	0.022222222222222223	0.0	0.0	0.022222222222222223	0.0	0.0	0.0	0.08888888888888889	0.0	0.044444444444444446	0.37777777777777777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1161_push	0.04878048780487805	0.0	0.0	0.12195121951219512	0.024390243902439025	0.0	0.024390243902439025	0.04878048780487805	0.0975609756097561	0.0	0.04878048780487805	0.0	0.024390243902439025	0.0	0.12195121951219512	0.024390243902439025	0.0	0.0	0.0	0.0	0.0	0.07317073170731707	0.024390243902439025	0.0	0.0	0.024390243902439025	0.04878048780487805	0.21951219512195122	0.0	0.0	0.0	0.024390243902439025
1165_herd	0.023809523809523808	0.0	0.0	0.023809523809523808	0.3333333333333333	0.047619047619047616	0.0	0.023809523809523808	0.0	0.21428571428571427	0.023809523809523808	0.0	0.0	0.0	0.09523809523809523	0.09523809523809523	0.0	0.0	0.0	0.023809523809523808	0.0	0.047619047619047616	0.0	0.023809523809523808	0.023809523809523808	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1167_kiss	0.0	0.0425531914893617	0.02127659574468085	0.0	0.0	0.02127659574468085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06382978723404255	0.0	0.0	0.0	0.0	0.0	0.02127659574468085	0.6808510638297872	0.0	0.0	0.0	0.0	0.1276595744680851	0.0	0.0	0.0	0.0	0.0	0.02127659574468085
1169_chase	0.024390243902439025	0.0	0.0	0.0	0.0	0.04878048780487805	0.0	0.3170731707317073	0.0	0.024390243902439025	0.12195121951219512	0.0	0.0	0.0	0.34146341463414637	0.0	0.0	0.0	0.0	0.0	0.0	0.07317073170731707	0.0	0.0	0.04878048780487805	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1178_follow	0.06666666666666667	0.0	0.0	0.06666666666666667	0.0	0.044444444444444446	0.0	0.17777777777777778	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.35555555555555557	0.022222222222222223	0.0	0.0	0.0	0.0	0.0	0.06666666666666667	0.022222222222222223	0.0	0.022222222222222223	0.0	0.022222222222222223	0.0	0.0	0.022222222222222223	0.0	0.0
1180_block	0.0	0.0	0.022222222222222223	0.13333333333333333	0.3111111111111111	0.1111111111111111	0.06666666666666667	0.06666666666666667	0.044444444444444446	0.08888888888888889	0.0	0.022222222222222223	0.0	0.022222222222222223	0.022222222222222223	0.044444444444444446	0.0	0.0	0.0	0.022222222222222223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022222222222222223	0.0	0.0
1182_herd	0.06976744186046512	0.023255813953488372	0.0	0.023255813953488372	0.023255813953488372	0.06976744186046512	0.0	0.046511627906976744	0.0	0.27906976744186046	0.0	0.0	0.023255813953488372	0.06976744186046512	0.09302325581395349	0.13953488372093023	0.0	0.0	0.0	0.046511627906976744	0.0	0.0	0.0	0.023255813953488372	0.046511627906976744	0.0	0.0	0.0	0.0	0.023255813953488372	0.0	0.0
1188_leave	0.023255813953488372	0.0	0.023255813953488372	0.18604651162790697	0.0	0.0	0.0	0.023255813953488372	0.023255813953488372	0.023255813953488372	0.18604651162790697	0.0	0.023255813953488372	0.0	0.0	0.023255813953488372	0.023255813953488372	0.0	0.0	0.023255813953488372	0.0	0.046511627906976744	0.20930232558139536	0.023255813953488372	0.023255813953488372	0.0	0.023255813953488372	0.046511627906976744	0.0	0.0	0.046511627906976744	0.0
1191_tickle	0.0	0.0	0.21951219512195122	0.024390243902439025	0.0	0.0975609756097561	0.0	0.04878048780487805	0.0	0.024390243902439025	0.0	0.0	0.17073170731707318	0.024390243902439025	0.024390243902439025	0.0	0.0	0.0	0.0	0.0	0.04878048780487805	0.0	0.0	0.024390243902439025	0.04878048780487805	0.024390243902439025	0.0	0.024390243902439025	0.024390243902439025	0.04878048780487805	0.0	0.12195121951219512
1192_encircle	0.0	0.0	0.0	0.0	0.0	0.0	0.08888888888888889	0.0	0.0	0.8222222222222222	0.0	0.022222222222222223	0.0	0.0	0.0	0.022222222222222223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022222222222222223	0.0	0.0	0.0	0.0	0.0	0.0	0.022222222222222223
1408_ignore	0.023255813953488372	0.023255813953488372	0.0	0.3023255813953488	0.0	0.06976744186046512	0.0	0.046511627906976744	0.06976744186046512	0.0	0.046511627906976744	0.0	0.0	0.0	0.11627906976744186	0.023255813953488372	0.0	0.0	0.0	0.09302325581395349	0.0	0.06976744186046512	0.11627906976744186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1409_scratch	0.0	0.022222222222222223	0.0	0.0	0.0	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022222222222222223	0.0	0.0	0.0	0.0	0.022222222222222223	0.0	0.08888888888888889	0.022222222222222223	0.0	0.0	0.0	0.26666666666666666	0.0	0.022222222222222223	0.15555555555555556	0.0	0.0	0.26666666666666666
1410_creep up on	0.07142857142857142	0.047619047619047616	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.0	0.047619047619047616	0.07142857142857142	0.14285714285714285	0.0	0.023809523809523808	0.0	0.0	0.0	0.19047619047619047	0.023809523809523808	0.0	0.023809523809523808	0.0	0.0	0.0	0.09523809523809523	0.023809523809523808	0.0	0.023809523809523808	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.0
1413_mimic	0.04878048780487805	0.0	0.024390243902439025	0.14634146341463414	0.0	0.0	0.0	0.0	0.0	0.024390243902439025	0.0	0.0	0.0	0.04878048780487805	0.0	0.0	0.0	0.024390243902439025	0.0	0.0	0.0	0.0	0.04878048780487805	0.5365853658536586	0.04878048780487805	0.0	0.0	0.04878048780487805	0.0	0.0	0.0	0.0
1414_accompany	0.16279069767441862	0.0	0.023255813953488372	0.023255813953488372	0.0	0.023255813953488372	0.0	0.09302325581395349	0.0	0.0	0.0	0.0	0.0	0.0	0.13953488372093023	0.0	0.023255813953488372	0.023255813953488372	0.0	0.0	0.0	0.11627906976744186	0.046511627906976744	0.023255813953488372	0.23255813953488372	0.023255813953488372	0.023255813953488372	0.023255813953488372	0.0	0.0	0.0	0.0
1415_follow	0.1702127659574468	0.02127659574468085	0.0	0.06382978723404255	0.02127659574468085	0.02127659574468085	0.0	0.1702127659574468	0.0	0.0	0.02127659574468085	0.0	0.0	0.0	0.2553191489361702	0.0	0.0	0.0	0.02127659574468085	0.0	0.0	0.10638297872340426	0.02127659574468085	0.0	0.0425531914893617	0.0	0.02127659574468085	0.0425531914893617	0.0	0.0	0.0	0.0
1418_lead	0.20930232558139536	0.023255813953488372	0.0	0.0	0.023255813953488372	0.046511627906976744	0.023255813953488372	0.11627906976744186	0.0	0.046511627906976744	0.023255813953488372	0.0	0.023255813953488372	0.06976744186046512	0.09302325581395349	0.046511627906976744	0.0	0.023255813953488372	0.0	0.0	0.023255813953488372	0.06976744186046512	0.0	0.0	0.06976744186046512	0.0	0.0	0.0	0.023255813953488372	0.046511627906976744	0.0	0.0
1421_lead	0.13953488372093023	0.0	0.0	0.0	0.0	0.06976744186046512	0.0	0.06976744186046512	0.046511627906976744	0.0	0.0	0.0	0.0	0.0	0.3953488372093023	0.023255813953488372	0.0	0.0	0.0	0.0	0.0	0.16279069767441862	0.0	0.023255813953488372	0.046511627906976744	0.0	0.023255813953488372	0.0	0.0	0.0	0.0	0.0
1422_examine	0.02127659574468085	0.1702127659574468	0.02127659574468085	0.0	0.02127659574468085	0.02127659574468085	0.0	0.0	0.2127659574468085	0.0	0.0	0.23404255319148937	0.0	0.02127659574468085	0.0425531914893617	0.02127659574468085	0.0	0.0	0.0	0.0425531914893617	0.0	0.0	0.0	0.02127659574468085	0.0	0.0851063829787234	0.0	0.0	0.0	0.06382978723404255	0.0	0.0
1426_follow	0.022222222222222223	0.0	0.0	0.022222222222222223	0.0	0.022222222222222223	0.0	0.13333333333333333	0.06666666666666667	0.0	0.0	0.022222222222222223	0.0	0.0	0.4444444444444444	0.044444444444444446	0.0	0.0	0.022222222222222223	0.0	0.0	0.13333333333333333	0.022222222222222223	0.022222222222222223	0.0	0.0	0.022222222222222223	0.0	0.0	0.0	0.0	0.0
1432_flirt with	0.047619047619047616	0.09523809523809523	0.047619047619047616	0.023809523809523808	0.0	0.11904761904761904	0.0	0.0	0.0	0.047619047619047616	0.0	0.047619047619047616	0.023809523809523808	0.11904761904761904	0.0	0.0	0.0	0.023809523809523808	0.0	0.0	0.0	0.0	0.0	0.023809523809523808	0.09523809523809523	0.023809523809523808	0.0	0.0	0.0	0.23809523809523808	0.0	0.023809523809523808
1433_throw	0.1891891891891892	0.0	0.0	0.02702702702702703	0.0	0.02702702702702703	0.0	0.02702702702702703	0.02702702702702703	0.0	0.02702702702702703	0.0	0.02702702702702703	0.05405405405405406	0.13513513513513514	0.0	0.0	0.02702702702702703	0.02702702702702703	0.0	0.0	0.02702702702702703	0.0	0.0	0.08108108108108109	0.0	0.02702702702702703	0.10810810810810811	0.0	0.02702702702702703	0.08108108108108109	0.05405405405405406
1442_mimic	0.046511627906976744	0.0	0.0	0.23255813953488372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046511627906976744	0.0	0.0	0.0	0.0	0.046511627906976744	0.0	0.0	0.046511627906976744	0.3953488372093023	0.13953488372093023	0.0	0.0	0.023255813953488372	0.023255813953488372	0.0	0.0	0.0
2019_kiss	0.0	0.041666666666666664	0.0	0.0	0.0	0.020833333333333332	0.0	0.0	0.041666666666666664	0.020833333333333332	0.0	0.10416666666666667	0.0	0.2916666666666667	0.0	0.0	0.0	0.041666666666666664	0.0	0.020833333333333332	0.125	0.0	0.0	0.0	0.020833333333333332	0.041666666666666664	0.0	0.0	0.0	0.14583333333333334	0.0	0.08333333333333333
2025_bother	0.0	0.0	0.32558139534883723	0.046511627906976744	0.0	0.13953488372093023	0.0	0.023255813953488372	0.0	0.0	0.0	0.023255813953488372	0.20930232558139536	0.023255813953488372	0.023255813953488372	0.0	0.0	0.023255813953488372	0.0	0.023255813953488372	0.0	0.0	0.023255813953488372	0.0	0.09302325581395349	0.023255813953488372	0.0	0.0	0.0	0.0	0.0	0.0
2029_encircle	0.0	0.0	0.0	0.0	0.023255813953488372	0.023255813953488372	0.023255813953488372	0.0	0.0	0.6976744186046512	0.0	0.046511627906976744	0.023255813953488372	0.023255813953488372	0.0	0.023255813953488372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11627906976744186	0.0	0.0	0.0	0.0	0.0	0.0	0.0
